Speaker,Line
Bart,Can we have some candy?
Bart,And we looked and we saw him...
Bart,He laughed as he heard that old codger's house-sizzles.
Bart,"The dude thought a while, then said:"
Bart,We had to escape from this behatted mammal...
Bart,"But if the gumbamel should ramble, then stumble, then just hop atop a Krustiferous Krumbull. But then if that Krumbull should happen to tumble, just call your amigo, the bee man of bumble."
Bart,"So please do not worry, 'cause we did okay."
Bart,"Yes, kids will get candy, whatever you say."
Bart,"Hey, if they get on an airbus, they know they're taking their chances."
Bart,Nowhere to tie my kite... and I forgot my scarf.
Bart,Bingo!
Bart,I'm alive! All patched up! End of story.
Bart,Ay carumba!
Bart,"Aw geez. Strangle me out of this, Fatso."
Bart,"Well, my show and tell is that I'm on Lisa's body--"
Bart,Well... she's pretty healthy for someone who's been living with cooties.
Bart,"Yeah, it's like looking down a Canadian tunnel."
Bart,"Sleep well, Lis. Somehow sewing my head on your shoulder brought us closer together."
Bart,Not the pony dream again!
Bart,"Hey, I did that!"
Bart,"Yep, that's me. When she's asleep I'm in control."
Bart,"Lis, I'm gonna make sure you stay asleep."
Bart,Now I'll just cut off her annoying head and this body will be all mine. Or we both die. Not really sure what the rules are.
Bart,A brother can never be friends with his sister!
Bart,I'm afraid I am.
Bart,"Well, wherever I am, it's gotta be an improvement."
Bart,Yeah.
Bart,Yeah.
Bart,Yeah.
Bart,Yeah.
Bart,I'm Father O'Greedy! Dimes for the needy!
Bart,"My pants, like the Lord, work in mysterious ways."
Bart,"Fifty percent attention-seeking, fifty percent to drop things on people."
Bart,"Okay Bart, be cool. Calm down. You're not gonna die up here."
Bart,Help! Help!
Bart,Child in danger with exciting visuals!
Bart,Ay carumba!
Bart,"Dear Lord, please help me land safely, or transform this basket into a flying killer robot that I control with my mind, amen."
Bart,My God says it is!
Bart,"Now, I, Bart Simpson, shall send the first coaster down the track."
Bart,"But Milhouse, I already let you push me on the swings."
Bart,Milhouse!
Bart,Eat safety bar!
Bart,Because your seat was behind mine!
Bart,"Hey, Homer. Did you just fart?"
Bart,Whatever.
Bart,How much did this cost to restage?
Bart,Are the Pope's tweets infallible?
Bart,"No, you're not. Because if you tell people I cheated, that means your system failed."
Bart,Because then I'd be the one thing I swore I wouldn't: you.
Bart,Good luck with that. The only thing that'll change my mind is a sign from God.
Bart,"All right, I'll turn myself in. It'll give me a chance to work some more on the detention quilt."
Bart,"It's not American football, it's just football!"
Bart,"Mom, Lisa's ruining football."
Bart,He said he was going to work.
Bart,Are you nuts? You can't even kiss me goodnight without slicing me with your stubble.
Bart,She's heading for Prairie Dog Village!
Bart,"Therapy, please."
Bart,And the best part is I'm bombarding her with her own homework.
Bart,What's wrong with the one I got?
Bart,Ay carumba!
Bart,"Um... there's, there's a carumba in my eye?"
Bart,Ay carumba!
Bart,No! You never let me be Mike Singletary!
Bart,IF YOU TRY TO RUN / YOU'LL GET A HEART ATTACK...
Bart,HEY BIG MAN / DON'T WANT NO TROUBLE / I'M JUST HERE TO DO THE SUPER BOWL... SHUFFLE...
Bart,"Mom, after six weeks, I figured out that ""Sensei Weinstein"" is really my psychiatrist."
Bart,Ay carumba.
Bart,"I can help, but it's gonna get rough."
Bart,You don't know what rough is.
Bart,That ain't rough. More like a gentle breeze.
Bart,Maggie hits harder.
Bart,Did the goodnight pixie just kiss my cheek?
Bart,Okay. You got my attention.
Bart,"You wanna win this election? Then from now on, you do exactly what I say."
Bart,First go make me five pans of brownies.
Bart,Maybe Isabel likes baking.
Bart,"First we reel them in, then we scare the hell out of them."
Bart,"No, with balls to the head."
Bart,And what programs would you cut to pay for this precious garden of yours? The new whiffle-bats? Pizza Friday?
Bart,"You gotta get on your game, sister. You think I'm tough? Wait till Gutierrez sinks her teeth into you."
Bart,Remember you've got an ace in the hole -- chocolate milk in the water fountains.
Bart,"Hey, we'll worry about that after you're elected."
Bart,"It's in the bag, Lis. Once everybody sees this."
Bart,Training wheels. She still uses training wheels. And watch this.
Bart,Leave the bottle.
Bart,I bet by the end of the night you're gonna look pretty good.
Bart,Hey Lis.
Bart,No hard feelings. A lot of good things have been happening to me.
Bart,Were you thinking it?
Bart,Aooga!
Bart,"Submerge! Periscope! Aooga! Aooga! Die, Nazi octopus, die!"
Bart,Ice cream sandwiches. Why?
Bart,"Mom, is that true?"
Bart,"No, you're wrong! You're all wrong!"
Bart,"No, Skinner said I had a clean slate. So right now, I'm as good as any other kid."
Bart,Mom!
Bart,"Thanks, Mom. I'll start by taking my plate to the dishwasher...wherever that is."
Bart,"To avoid temptation, I'm getting rid of all the things that could get me in trouble at school. I buried all my whoopee cushions in the back yard."
Bart,That's not where I buried them.
Bart,For what?
Bart,"Firm but fair, sir."
Bart,Don't want any troublemakers on our submarine.
Bart,"Front and back, sir."
Bart,"Aw man, five days without pranking. I'm getting strange red marks."
Bart,But I'm gonna make it.
Bart,What?! No! I'll be late! Skinner will cross my name off the list!
Bart,Hold for the President.
Bart,"Okay, I washed your car like you asked, I did your paper route, and I'm sorry. I really am. This could be the turning point of my life. Where you, as a school guy, made a difference. What do you think? Can I go on that sub?"
Bart,Skinner didn't let me go.
Bart,You think so?
Bart,"I know a kid should never turn to his father for help, but I got screwed. Is there anything you can do?"
Bart,You'll really help me get revenge?
Bart,Everything.
Bart,"We have a problem, Seymour."
Bart,I did everything for you and you stabbed me in the back.
Bart,She's in a better place.
Bart,Seymour! The cops are on their way!
Bart,Here's a bus ticket to Juarez and your fake I.D.
Bart,No you don't. Yet.
Bart,Dad?
Bart,Thanks for stickin' up for me.
Bart,"Sure, Dad."
Bart,"Ah geez, when did everything turn to crap?"
Bart,Welcome to our daycare center... all girls please move to cootie quarantine.
Bart,Just don't lose this claim ticket.
Bart,What makes you think that?
Bart,Bless you.
Bart,"I don't think you're giving them what they were promised, Dad."
Bart,Where do the people sit?
Bart,And wand.
Bart,Don't make me learn about it.
Bart,Plastic bubbling vomit... plastic bubbling vomit...
Bart,"What?! Lis, you're smart. Why would you give me a book? 'Cause it's easy to wrap?"
Bart,"Actually, the idea to do this came from a book."
Bart,"What? No, I got it from this."
Bart,Because it's my present! Did you give it to me because you thought I'd like it or because you wanted to feel better about yourself?
Bart,Now did you check the room to make sure you haven't left anything?
Bart,"Need directions, or a bottle of water?"
Bart,Thank you sir!
Bart,"If you smell your farts in a dream, you die?"
Bart,Wow. But how'd you afford it?
Bart,Obviously.
Bart,"You're saying it's from Maggie, but actually it's from you. Thanks, Lis."
Bart,Now why don't you donate that to whatever hopeless cause you want.
Bart,"I wanna see ""Radioactive Man Re-Rises!"""
Bart,"Chins up, Homer. You don't need a theater to watch the movie. You just have to illegally download it."
Bart,Who knows? But it sure is easy. I'll walk you through it. All you have to do is--
Bart,And play!
Bart,I'm under thirty.
Bart,I'm on it.
Bart,I just want to know who dropped the dime on Dad. Lousy rat.
Bart,Homer just pirated a movie. It's not the worst thing Dad ever did. It's not even the worst kind of pirate Dad's ever been.
Bart,"Oh man, I would love to pirate that."
Bart,So... everyone's a pirate?
Bart,I'd be Jaden!
Bart,"So what do you think, Lis? Who are the good guys here, the media companies or the internet freedom guys?"
Bart,They killed off Radioactive Man?! I did not see that coming. Die carumba.
Bart,Homer!
Bart,Would you take me to buy a comic book Tuesday at midnight?
Bart,You never watched an episode of Jimmy Kimmel in your life!
Bart,"Oh yeah, more. A little bit more. Right there. Oh yeah. Oh yeah, that's the stuff!"
Bart,"Well, no way I'm giving a valentine to Nelson. He's a bully, and I do not love him."
Bart,"That's because Jesus knows one day he gets to look his enemies in the eye and say: ""It was me who sent you to Hell."""
Bart,"Fine, Nelson gets a valentine. An old one from the box."
Bart,"Perfect. Bad movie, bad pun, even bad paper stock."
Bart,Da-ad! Lisa's my little sister!
Bart,"Interesting. When was the term ""shut up"" invented?"
Bart,"Aw, come on, Mom!"
Bart,"No. No valentine for you, Nelson."
Bart,I'll give a valentine to a loser. I'll give a valentine to a dork. I'll even give a valentine to a girl. But I won't give a valentine to a bully.
Bart,And what if I don't?
Bart,"Hmm, interesting."
Bart,"Interesting means no... Milhouse, you're a genius!"
Bart,"Nothing. On TV, when a guy says something lame, another guy says he's a genius, and then he has an idea. I thought it might work for me."
Bart,"I hate this stupid holiday! The only thing you can do is screw it up. That's it! Bart, you're a genius!"
Bart,"This is what it means to everyone. How can you be forced to say ""I love you?"" People only give valentines because they're scared of what would happen if they didn't."
Bart,I rubbed it on Milhouse.
Bart,Amen! We're done!
Bart,"Mom, can I have some money?"
Bart,Dad? Please? For Sumadi?
Bart,Please!
Bart,Life is good.
Bart,What?
Bart,How could I?
Bart,"It's been a rough patch, man. Hope you got something to cheer me up."
Bart,"Money, money. I need money!"
Bart,I guess. Who are you?
Bart,Children of the playground! I will eat anything for money! Except money!
Bart,"Ay carumba. So, what else ya got?"
Bart,Easiest money I ever...
Bart,"Here's your money, dad."
Bart,Even you won't sit with me?
Bart,You're the ones that paid me to eat it.
Bart,Thanks. I'm the kid that ate the frog.
Bart,"Thanks for the help, man."
Bart,Wait! Wait! Wait! Who the hell are you?
Bart,To this school? On purpose? Even after Springfield Montessori opened across the street?
Bart,That place is really in your face.
Bart,This school has a falconry club? No way.
Bart,Can I join?
Bart,You were right about watching him fly.
Bart,Wow. You don't know how impressive that is to a boy whose dad can't even get the dog to sit.
Bart,"Bart Simpson, at your service."
Bart,Why would I want a nap?
Bart,I wasn't drinking. I was learning that nature isn't a complete waste of space.
Bart,"I met this kid. A little older, kind of strange. I don't think other people get him, but I just wanna hang out with him all the time."
Bart,"Fly! Fly! C'mon, man! Do the wing thing!"
Bart,I did it! He did it! We did it!
Bart,Whoa! Did you teach him to do that?
Bart,I get it. It sucks. Really sucks.
Bart,Wow.
Bart,I've already eaten.
Bart,Is a falcon's training leash called a creance? Yes!
Bart,Say something so I'll know you're not hurt.
Bart,Phew!
Bart,"Well... my Dad said don't bring home anymore dogs, cats, turtles or snakes, but he never said anything about predatory birds."
Bart,"Hey, you've had a lot of visitors."
Bart,Listen... what happened in that tree?
Bart,"You don't still think that, do you?"
Bart,This hospital has another doctor?
Bart,So they're transferring him to another hospital.
Bart,He's just riding the thermals from Dad's butt.
Bart,I never heard of this new hospital so I looked it up and printed it out.
Bart,Can I visit him tomorrow?
Bart,Diggs isn't cuckoo!
Bart,Milhouse abandoned me.
Bart,"So, why can't I go there?"
Bart,Then why is Diggs there?
Bart,What would you know about friends like Diggs?
Bart,So how do we fix him?
Bart,What kind of cheer-up talk is this?
Bart,You hug the bedpost. Then I hug the bedpost. That way we never hug each other.
Bart,I knew you'd escape! Were you carried out by a flock of falcons?
Bart,Were falcons involved in any way?
Bart,"Great. Before anything else, let me just get closer to the door and say ""how crazy are you""?"
Bart,"No offense, but when a crazy guy pretends to be crazy, it's not funny."
Bart,Why am I not surprised the only sport you do is one where a bird brings you food?
Bart,What are you doing?
Bart,Um... with our minds?
Bart,Wait. When will I see you? You can't quit the falconry club!
Bart,"Well, I guess some delicate birds are safer in a cage."
Bart,How long did it take you to think that up?
Bart,I'll take that.
Bart,Enough!
Bart,"Mom, you didn't cook the falcon?!"
Bart,Awww...
Bart,Fascinating.
Bart,This is getting boring. Either murder us or tell us how you got here.
Bart,Look at me! I'm Sideshow Bob!
Bart,"Yakety, yakety, yak."
Bart,"""The spotted hawk accuses me, he complains of my gab."""
Bart,"""I too am not a bit tamed, I too am untranslatable""... Walt Whitman, ""Leaves of Grass""."
Bart,"Very good. Lisa, you always were the one rose petal floating atop the cesspool that is the Simpsons."
Bart,/ That's mean.
Bart,Why would you want to do that? He's tried to kill us.
Bart,"Absolutely. We're talking about Lisa, right?"
Bart,You shut up!
Bart,"Jig's up, Bob!"
Bart,Return the spear to the homo erectus. Homo erectus? Where has that word been all my life?
Bart,You did that for me?
Bart,And we're scared of that because...?
Bart,"A little singing? If there's one thing he did not have to genetically enhance, it's his voice."
Bart,Well... I really think you should watch your temper.
Bart,Stupid kid. Do you really think that's the way we should communicate?
Bart,"Not what I was hoping for, but it'll do."
Bart,Hey! Leave him alone. I too know the pain of hand-me-down underwear.
Bart,"My dad buys the underpants gorillas wear during monkey shows. So if you're gonna laugh at Nelson, laugh at me too."
Bart,This can only be good.
Bart,This family has had a lot of hoods put over their heads.
Bart,Where am I?
Bart,"Um... thanks, but I'm not sure I want to be a bully."
Bart,Who's Chester?
Bart,Whoa...
Bart,Ay carumba.
Bart,I didn't shoot him!
Bart,I don't know. I feel naked without it.
Bart,Haw-haw.
Bart,Are you sure you didn't create a perfect habitat for you?
Bart,Well there's plenty of room... because Pokey's gone.
Bart,This looks like a job for... fireplace tongs.
Bart,"No, that's a much bigger animal."
Bart,But I want to see it!
Bart,For ourselves?
Bart,"You got it, Ceej."
Bart,"This one's against us. This one's for us. For, for, against, for, against..."
Bart,"He's been playing Dancing Revolution for hours, but the TV is off."
Bart,"You're not gonna let it go, are you?"
Bart,End this madness!
Bart,What makes you a hero?
Bart,"Oh, just make a speech about Dad."
Bart,"Everyone does that with good dads. But with our Dad, it's like climbing Mount Everest. You either plant your flag at the top of the world or get frozen in agony forever. Either way, Hell of a show."
Bart,"Look, you got us a free trip. Just slack off and cash your check like you always do."
Bart,"Man, Krusty should get some of these letters."
Bart,"While you were out, the gamblers sent up gold-frosted donuts, a chocolate bowling ball, and a fresh pork sandwich."
Bart,Went to practice her Portuguese.
Bart,"Dad, is it hard for you to turn these bribes down?"
Bart,"I'm just examining what kind of person I am and whether I should destroy your happiness forever. Eh, why not?"
Bart,You weren't Lisa's hero. She just swapped you in at the last minute because someone else did her real hero.
Bart,Where are you going?
Bart,Now that's a broken man.
Bart,How's she doin' that?
Bart,"Hi, Dad! / Homer."
Bart,Don't want to be seen with you when you're hitting bottom.
Bart,And that's why I was tardy today.
Bart,Whoo! Safe!
Bart,Wha-- what are you doing in here?
Bart,"Well, I can't have cops sniffin' around here. Some of them might be girls."
Bart,"Hey, I bet you have a great smile."
Bart,Ay carumba!
Bart,So why'd you come here? I run a respectable treehouse.
Bart,You can't buy me with a candy bar that has coconut.
Bart,Nice real estate. You've got a deal.
Bart,I saw a guy with a gun and a snake tattoo say he was gonna hide out on top of Mount Springfield.
Bart,We outlaws have to stick together.
Bart,"Stolen bowling shoes, 3-D glasses, Krusty standee...and this ""cage"" for my pet."
Bart,My A.D.D. meds.
Bart,I'm busy that night.
Bart,Whoa.
Bart,It's the first I've seen it.
Bart,"I have a feeling this PlayStadium was ""liberated"" from its previous owner and given to me in gratitude."
Bart,"You can't spell ""crime"" without ""me."""
Bart,What the?
Bart,"Oh, yawn. Another freebie. Better be a sixty-four gig."
Bart,"Huh? It's full of lame apps: Bully Avoider, Nosebook, Insta-Grandma, This was stolen from Milhouse!"
Bart,Relax! Listen to the music of this bubble game.
Bart,I helped Snake out of a jam so he paid me back in stolen stuff. It was an honorable arrangement. But I never thought he'd steal from you.
Bart,You seem stressed.
Bart,You wanna suck some Squishee?
Bart,Careful. It's uncut syrup. They give it to horses before they race.
Bart,You ratted him out? He's got a kid!
Bart,"So you see, we can't let Jailbird fry."
Bart,I didn't say there'd be a sleepover.
Bart,"So you see, Chief, Snake wasn't stealing that stuff out of greed. He was stealing it to thank me."
Bart,You're going straight?
Bart,That man sure loved potato salad.
Bart,But our thing was camping.
Bart,Wow. Now I see why they call you Miss Hoover.
Bart,You must've been vacuuming for an hour.
Bart,"Wow. I'm free! Get ready, world! I've got a whole new set of mistakes to make!"
Bart,Ay carumba.
Bart,Ugh. Art.
Bart,"Every time I do art, some do-gooder teacher sends it straight to a therapist."
Bart,I've never acted on any of it!
Bart,Really? Wonderful? I just drowned a grasshopper in paint and let him crawl on the paper till he died.
Bart,"No it's not, because I hate art."
Bart,Stop encouraging me!
Bart,Shauna? What are you doing here?
Bart,I gotta find a way to get rid of my art teacher.
Bart,Is there a voodoo queen you can direct me to?
Bart,"Yes, ma'am."
Bart,"Uh, plastic."
Bart,"Okay, did you get Trunch's D.N.A.?"
Bart,How'd you do that?
Bart,VOODOO SPELL / VOODOO SPELL / SEAGULL BEAK AND BONE OF MEL
Bart,PURPLE HEART AND TEAR OF CHUM...
Bart,...SEND HER HOME WITH ACHING TUM!
Bart,"Oh, right, we need one more thing from her purse."
Bart,"Hm. She's got tickets to the play ""God of Carnage""."
Bart,"Sorry, but I don't think we'll be seeing much of Trunch today."
Bart,"Yep. I cast a voodoo spell on her. I won't bore you with the dark details, but let's just say she's in no condition for teaching."
Bart,"I admit, I did make a voodoo doll of Mrs. Trunch. But I just asked for a stomach ache, not a baby!"
Bart,So I did make her pregnant?
Bart,Just how do women get babies?
Bart,I didn't mean to make her pregnant. I just hate art so much.
Bart,"A minute of fun, a lifetime of work. I've never heard of a pregnancy like this."
Bart,I like to think I'm the boy that makes families.
Bart,"Hm, maybe I can help. But it'll cost you."
Bart,Five dollars. Plus one dollar haw-haw insurance.
Bart,BY THE POWER OF THIS PLACE / MAKE A BABY WITH A FACE.
Bart,Only if they have five dollars.
Bart,With them.
Bart,Just give me the cash and you'll get your drivers license back.
Bart,BARBECUE SAUCE AND TEDDY BEAR'S EYE / THEY WANT A BABY GOD KNOWS WHY...
Bart,"Maybe when I've got a Dad who shows up in the morning with no shirt on and rocks on his face, it sets, I don't know, a low bar?"
Bart,Aren't those full of germs?
Bart,"Look, Fat Tony. I don't know what you know about voodoo, but it only works on people. Horses? That's crazy talk!"
Bart,"Hey, this is all your fault."
Bart,"I wouldn't be here if you were more of a role model! Pub crawls, naked Frisbee golf..."
Bart,"Well, it's your mediocre fathering that put me on the path to Hell!"
Bart,What's his problem?
Bart,Big deal. I don't like girls either.
Bart,Whoa! They like each other!
Bart,What are you talking about?
Bart,WE'LL BE DEAD...SHOT THROUGH THE HEAD
Bart,OR TOMORROW WE WILL PAY!
Bart,ROLL IN HAY!
Bart,ROLL IN HAY!
Bart,ROLL IN HAY!
Bart,"Cool, another limo ride!"
Bart,Ay carumba
Bart,Dad!
Bart,Mom! It's not funny if I can't hear the cats drown in their own barf!
Bart,Culture's in decline! Deal with it!
Bart,Yay! A mess!
Bart,I can think of worse.
Bart,"The saddest thing would be if you were driving and texting Lisa, and you hit her. And the last thing she texted, before she died, was ""I got your message."" G'night."
Bart,Hmm. Nobody likes jazz that much. Even the guy playin' it had to take drugs.
Bart,"No one likes veggie smoothies that much. Or at all. Something's fishy about that girl, and I'm gonna follow her till I find out what."
Bart,I think I'll need you back at headquarters manning the phones.
Bart,Just let 'em ring.
Bart,"I've got two things for you: this envelope will change your life for the low, low price of five dollars, and I'll throw in a piece of great advice. Tempted?"
Bart,Don't open the envelope.
Bart,That's mine. It's for my library card.
Bart,Mother's Day?!
Bart,"Wake up, Lis! It's the last day of school!"
Bart,"Wake up, Maggs! It's the last day of school!"
Bart,Last day of scho-ol! Last day of scho-ol! Found my summer hob-by! Banging pots togeth-er!
Bart,I did that last summer. I'm not allowed back.
Bart,"Goodbye forever, multiplication!"
Bart,That's good.
Bart,No.
Bart,Why am I having nightmares? I'm no coward.
Bart,"A chicken feather? Why would you hand this to me? Oh, you must've figured out I chickened out during the race! Well who are you to judge me?!"
Bart,I suck?! You suck!
Bart,Hey buddy.
Bart,I brought you a cake. Read it.
Bart,Um... that's kind of a baby show.
Bart,Why would a kitten marry a crocodile? Wouldn't it eat her?
Bart,No! Turn it off! It's too intense for me!
Bart,Hey everyone. I sure got a lot of attention for winning this year's Race Around the School.
Bart,"Yeah, yeah. Thank you, Mel. But I am not here to talk about myself. Milhouse, would you join me at the podium?"
Bart,"I've gotta set things straight. During that same race, my friend Milhouse was in the lead, when something horrible happened..."
Bart,"Rather than try to figure out what happened, Milhouse had the courage to move on. To me, that's a hero."
Bart,"Grampa, everyone's callin' me a coward."
Bart,Come on. You were in World War Two.
Bart,But don't people hate cowards?
Bart,"Wow, that sounds pretty sweet."
Bart,Yes.
Bart,I understand. You have standards.
Bart,Milhouse! This is my chance to make things right!
Bart,Get on that bus! I'll explain during the explosions!
Bart,"...saw everything you did! Milhouse is the hero! Take it from me, the boy who's lied throughout!"
Bart,"Look, Maggie. I undid my deed. So I'm just gonna take your feather and say goodnight."
Bart,Where are these coming from?
Bart,Ohhh. I see -- that's all you wanted.
Bart,"How's that, kiddo?"
Bart,Don't you know what kind of animal we're dealing with?
Bart,"Hey, Dad! We made popcorn!"
Bart,Chief Wiggum shows us crime photos at sleepovers.
Bart,"Krusty, sorry about the roast. They had no right to say those hilarious things."
Bart,"Krusty, why don't you talk to your Dad? He'll cheer you up. He's a Rabbi. He must've learned something from that giant star scroll he's always reading."
Bart,Well no... but he's not a rabbi. More of a Flabbi.
Bart,"All right, you're not a Flabbi! Okay! I got it!"
Bart,"I'm gonna prove you did groundbreaking work. Krusty, I want you to binge-watch all the shows you've ever done."
Bart,"Hey, Krusty."
Bart,Yeah. And I've learned that all religions are equally boring. But there's a reason I went. Come and see.
Bart,Who's a hooker?
Bart,Rabbi Rudenstein. Your father's favorite.
Bart,"Yeah, I guess he just hated your delivery."
Bart,"Well, it wasn't easy, but we managed to watch every testicle fail video on the internet."
Bart,"I guess there's nothing left to do but go outside and play. Wait, a sponsored link!"
Bart,I don't know what that stuff blocks.
Bart,The cereal on the bottom gets soggy.
Bart,Why should I? It's just gonna get dirty again.
Bart,I'll get to it when I get to it.
Bart,"Hm, I'm not feelin' it."
Bart,Why do I need to eat broccoli?
Bart,"Look, I'll drink another glass of milk."
Bart,Pfft. You'll never out-sit me.
Bart,The sit is on.
Bart,No.
Bart,No.
Bart,"And so... the fat man caves. If you need me, I'll be up in my room eating cereal. Half a bowl of cereal."
Bart,Now I am never eating that broccoli.
Bart,I'm in.
Bart,"Oh no, the broccoli!"
Bart,Where are we?
Bart,No.
Bart,We've been kidnapped!
Bart,"Hey lame ass. Thanks to you, we're stuck on a stupid therapy boat."
Bart,Now can we respect each other?
Bart,What does that mean?
Bart,"Sheep shank, bowline, clove hitch..."
Bart,"Dad, look! I did a round turn with two half hitches."
Bart,So what if I am?
Bart,I'm old enough to choose my own things to hate. And the things I like! And I like being a sailor.
Bart,"Just like you taught me, Captain. Over, under, over, under, over, under, under, under, over, over, over, over, over, over, over, under, over, half hitch."
Bart,Yi-yo-yu!
Bart,Now I'm the ship's highest ranking officer. It's up to me to get us to shore.
Bart,Dad! We can make it to harbor if we can just sail around that lighthouse!
Bart,"No, we need to sail!"
Bart,Can't you just do what I say?!
Bart,Put up the storm jib and haul in the main sheet!
Bart,Mo-om! Dad's imagining me as food again!
Bart,"Sandwiches, Mom. Fill 'er up. And the garment bag."
Bart,I smash fluorescent lights at the gravel pit.
Bart,They replaced cigarettes as our currency.
Bart,"Yeah, sure."
Bart,"Mom, if you're gonna do this, there's one thing I need to know. And be honest. What's your soda refill policy?"
Bart,You're supposed to be driving me to a tennis class I said I wanted then I changed my mind and I hate it so much I'm faking stomach aches to get out of it.
Bart,"Well, if I'll be doin' this when I'm forty, might as well start now."
Bart,I'm home!
Bart,"Uh, guys... what the hell is that?"
Bart,"Mom, I need a few hours off. It's Milhouse's birthday party and I'm all the guests."
Bart,Grampa.
Bart,I got this.
Bart,He who reads this rune translation / will be taken to damnation.
Bart,Penal.
Bart,Penile.
Bart,Hm.
Bart,"Ow! Oh, someone could get really hurt by this."
Bart,Stick your finger in that desk.
Bart,"Huh?! We're in Hell?! Cool! Now I can look up all those people who said ""See you in Hell""!"
Bart,"Hey pal, what are you in here for?"
Bart,Ow! This has never happened before! I have a crush on my teacher!
Bart,"Every time the sinner screams in pain, the scream blows this windmill, which pumps even more piranhas into his aquarium underwear... causing more screaming."
Bart,Right here?
Bart,Hot Stuff? I didn't realize you were that evil.
Bart,"Mom, Dad... I want to change schools!"
Bart,"I found a place that really wants to teach me, and I really want to learn."
Bart,"Dad, it's not a private school. It's free."
Bart,"Mom, please tell me I can go to Hell."
Bart,Thank you! Thank you! Thank you!
Bart,Homer? That-that's my dad. I can't hurt him.
Bart,What? Why?
Bart,"Sayonara, sucker!"
Bart,Woo hoo! I'm the last of the Simpsons!
Bart,"Oh man, he made us watch him dance for three hours. And he really only has one move."
Bart,SHHH!
Bart,"I'm so proud of you, poppa."
Bart,I'm offended you think I forgot. Let's see...
Bart,Ta-da!
Bart,Better make this count.
Bart,Remember when this country didn't suck? 'Cause I don't.
Bart,"Uh, that's a mirror."
Bart,"Hey Homer, you gonna kiss him or kill him?"
Bart,Must be a secret government project.
Bart,"Yeah, like the guy who designed Bender just took a drawing of Dad and stuck an antenna on it."
Bart,"Wow, I'm doing the same jokes a thousand years later. Ay carumba!"
Bart,Well...
Bart,Let this be a lesson: never throw meaningless crap in a time capsule.
Bart,"Dad, it-it's me!"
Bart,February twenty-third.
Bart,You're nuts. I've got a will of iron.
Bart,Will you shut up?
Bart,You realize you're cheering the death of millions of my children.
Bart,"I dunno. But in ten minutes I'm gonna have him kneeling before Zod. In this example, I'm Zod."
Bart,When he opens the door...
Bart,I will not. Anything to delay a spelling test!
Bart,Ay carumba!
Bart,Terrible.
Bart,No.
Bart,This new teacher I got gave me a haircut.
Bart,No.
Bart,"No, you'll laugh at me."
Bart,Teachers union won the right in their last strike.
Bart,"Milhouse, I am gonna get back at Lassen. Now ""The Hobbit"" taught us that every dragon has a chink in its armor."
Bart,"I've created a fake Miss Hoover profile. When Lassen friends her, we'll know everything about him."
Bart,"We've all read the terms and conditions, Milhouse."
Bart,Maybe I am. So?
Bart,Here's Lassen's profile:
Bart,What the?
Bart,Tagged as Lassen!
Bart,"So if we go there with a camera to film Lassen humiliating himself, I'll get revenge for him making me into this!"
Bart,I was trying to even it out!
Bart,Nooo!
Bart,"Dad, don't worry, I got you a place."
Bart,There he is.
Bart,"Milhouse, everyone here is a total freak. We have to find a way to completely humiliate Lassen."
Bart,No. This Ignis thing is the biggest deal of his life. And I'm gonna wreck it. Because he scarred me forever!
Bart,Enough!
Bart,Fire retardant?!
Bart,"If Lassen can't light that thing, he'll be humiliated. What good is an Ignis who can't blaze the guy?"
Bart,"Help me, desert weirdoes!"
Bart,"Hey listen, we should probably get home. My Dad forgot to bring water."
Bart,"Everyone loves you, Dad. You could become a famous rock star!"
Bart,What's a game show?
Bart,You mean more popular but not as good?
Bart,"It's Christmas Eve, man! We do not want to set a precedent for fat guys being late tonight."
Bart,Christmas Eve. The one night a kid wants to go to sleep is the one night he can't. I can't have another cocoa.
Bart,My pee is starting to smell like a ski chalet.
Bart,"Oh, thank God you are here. I need to get to sleep. Tell me the story of jazz again."
Bart,"If it helps, I made you a card."
Bart,"Ah, yes... I remember Christmas Eve when I was eight."
Bart,"They say a boy never gets over seeing his Dad in a Santa suit getting hanged and electrocuted on Christmas Eve. I'll help you, kid."
Bart,You're not a pushover.
Bart,Just chewing on the wood.
Bart,That's lettuce caught in a spider's web.
Bart,I thought we were just going to ask if he had seen Homer.
Bart,"All right, I'm sick of waiting."
Bart,It's nine-ten a.m.! I know what they're doing. They're up in bed watching the rebroadcast of the Hollywood Christmas Parade.
Bart,Oops. My finger slipped.
Bart,I got a baseball glove!
Bart,I want yours!
Bart,We did.
Bart,Bug be damned!
Bart,Ay carumba!
Bart,Pirates of the Caribbean!
Bart,Not enough ketchup!
Bart,How 'bout that one?
Bart,"Hey, Dad, I see a ride that actually looks decent!"
Bart,"No, look! It's a ride that just opened and no one's there!"
Bart,Who's gonna stop me?
Bart,Are you the guy that talks nice before they kill us?
Bart,"Before we vote, I'd just like to point out in Sophie's Choice she saved the boy."
Bart,"Hey look, Maggie made you a farewell card."
Bart,"Way to go, George Mucus. The fattest, stupidest man on Earth slipped right through your sticky tentacles."
Bart,Dad said I could try it.
Bart,I don't see any breasts.
Bart,At least Maggie can fly us home.
Bart,Is that true?
Bart,"Hey Dad, since we've gotta wait, can't we please see an act?"
Bart,I'm not convinced.
Bart,"Only the coolest kid ever could think of that! Good golly, Sven-Golly! You did it!"
