Speaker,Line
Penny,Female jibber jabber?
Sheldon,"Shoe sales, hair styles, mud masks, gossip about your friends Brad and Angelina."
Penny,"Oh, theyêre not my friends."
Sheldon,"Iêm not surprised, considering the way you talk about them behind their backs."
Leonard,"Sheês here, sheês here. How do I look? Do I look smart?"
Sheldon,"Oh, good grief. This isnêt about you. Coming! Now listen, one of the great minds of the 21st century is about to play host to one of the other great minds of the 21st century. So pay attention. Years from now, my biographer might ask you about this event."
Leonard,"Oh, I have so many things to tell your biographer."
Sheldon,"I would imagine it is. This is my friend and roommate, Dr. Leonard Hofstadter."
Leonard,"Hi-lo. Oops. I started to say hi, and then I switched to hello in the middle. It came out hi-lo. Duh. Uh, itês nice to meet you. Iêve read both your books and most of your papers. Iêm Leonard, I live"
Sheldon,I apologize. Heês only an experimental physicist.
Leonard,"Are you hungry, thirsty? Can I offer you anything?"
Sheldon,"No, sheês my guest. If anyone should offer her anything, it should be me. Elizabeth, can I get you something? Perhaps a feminine hygiene product or a bowel-regulating yogurt?"
Sheldon,"Excellent. If the yogurt works, I bought some delightful scented candles."
Leonard,"Look, itês you."
Leonard,"Well, who wants to stay in a hotel? With windows that donêt open, those crazy card-shaped keys."
Sheldon,"No, he doesnêt understand. I understand."
Leonard,"Well, I understand, too."
Sheldon,Youêre just misappropriating my understanding.
Leonard,"Oh, . I think any university would want you. Except, of course, any university that had already had you. Because they wouldêve already wanted you before they, you know, got you."
Sheldon,From the mind that brought you hi-lo. Let me show you to your room.
Leonard,"Uh, sleep night. I mean, obviously, good night. I started to say sleep tight, then I changed my mind in the middle. I swear to God, Iêm smart."
Sheldon,"Get it together, man."
Sheldon,"All right, let me show you some of the features of the room. First, windows. Conventional. Open, closed, open, closed, halfway open, or halfway closed, depending on your philosophical bent. Over here is my comic book collection. Feel free to browse. Thereês a box of disposable reading gloves on the night stand."
Sheldon,"In here, youêll find emergency provisions. An eight-day supply of food and water, a crossbow, season two of Star Trek: The Original Series on a high-density flash drive."
Sheldon,"Then thereês really no reason to live, is there?"
Sheldon,"Heês an odd duck, isnêt he?"
Sheldon,"Well, there was a misbegotten adventure with a waitress who lives across the hall. It ended as inexplicably as it began. They had very little in common, except for carnal activity. Thatês why I acquired these noise-cancelling headphones. If you decide to use them, please clean the ear pieces afterwards with the Wet Wipes youêll find in the bathroom. Theyêre in the drawer labelled Wet Wipes."
Sheldon,Good. Iêll leave you to your night time ablutions. Iêve e-mailed you the morning bathroom schedule. Youêll also find a laminated copy in your welcome packet. Itês on the back of the emergency escape route diagram.
Sheldon,"Sleep well, my friend."
Sheldon,"Oh, let me just get one thing. Itês my backup emergency supply kit. The living room escape route doesnêt pass through here. Now, good night. And if thereês an apocalypse, good luck."
Leonard,Is everything all right?
Leonard,"Me neither. Oh, look what Iêm reading. Itês you."
Leonard,"I did, but itês been a while, and I wanted to sound smart over breakfast."
Leonard,"Oh, good. Wasnêt sure it was coming across."
Leonard,"Uh, six."
Leonard,"Really? Uh, sure doesnêt read that way."
Leonard,Wow. You really make science come alive.
Sheldon,Vocal test. Morning vocal test. Second vocal test. Second morning vocal test.
Leonard,"Morning, Sheldon."
Sheldon,Morning. I trust you had a pleasant night.
Sheldon,"Excuse me, Iêm going to relieve myself."
Leonard,How do you take your coffee?
Sheldon,"Pee for Houston, pee for Austin, pee for the state my heart got lost in. And shake twice for Texas."
Leonard,Something his mother taught him.
Sheldon,"All right, Elizabeth, the bathroom is yours. The seat is down, and has been sanitized for your protection."
Sheldon,"Ah, so the yogurt didnêt work. Iêll fire off a critical e-mail to the manufacturer."
Penny,"Oh, good, youêre up. Look, my car wonêt start. I need a ride to work."
Sheldon,Did you once again ignore your check engine light?
Penny,"No, Mr. smarty-pants. I ignored the fill gas tank light."
Sheldon,"Leonard, Penny wants to exploit any residual feelings you have for her in order to get a ride to work."
Leonard,"Oh, yeah, sure, let me just put this in a travel mug."
Penny,"Oh, Penny, this is Dr. Plimpton, a leading expert on quantum cosmology. Dr. Plimpton, Penny is a waitress who doesnêt understand the role gasoline plays in the internal combustion engine."
Penny,"Nice to meet you, too. Are you enjoying your stay?"
Sheldon,"Wonderful. Meaningless pleasantries accomplished. Elizabeth, Leonardês bathroom time is coming up, and believe me, you do not want to follow him."
Leonard,"Okay, well, I guess I should get dressed so I can take everyone to work. You and Sheldon and Sheldonês friend, Dr. Plimpton, who you just met. Itêll be fun. Like a clown car."
Penny,Hang on.
Leonard,Hmm? Yeah? Huh?
Penny,We just broke up.
Leonard,"uh, you and me? Yeah, we did. Not too long ago. How are you doing with it?"
Penny,Not as good as you apparently.
Leonard,"I, um, I donêt follow."
Penny,"You know what? Itês, itês none of my business. If you want to sleep with Sheldonês doctor buddy right after we stopped seeing each other, go for it."
Leonard,"Well, nowÑ"
Sheldon,"Excuse me. Iêm uncomfortable with you recommending that Leonard pursue having intercourse with Dr. Plimpton, who I assure you has better things to do."
Penny,Iêm not recommending it. Iêm saying it already happened.
Sheldon,"Thatês preposterous. Tell her, Leonard."
Leonard,Come on. It wasnêt my fault.
Sheldon,The implication being that you somehow tripped and fell into her lady parts?
Penny,You know what? Iêm just gonna take the bus to work.
Leonard,"Penny, I can still drive you."
Penny,"Oh, no, no, itês okay. You might slip on a banana peel and get me pregnant."
Sheldon,"I must say, Iêm shocked by this betrayal."
Leonard,I didnêt betray Penny.
Sheldon,"Not Penny, me!"
Leonard,How am I betraying you?
Sheldon,"Elizabethês my friend, and youêre playing with her!"
Leonard,"Yeah, I guess I did."
Howard,What the hell are you doing?
Raj,"Relax, itês Nyquil."
Leonard,You still have a cold?
Raj,"Maybe, but I donêt care. Thatês the great thing about Nyquil, itês like ten-percent booze. I call it the nighttime sniffling, sneezing, coughing, so you can talk to girls medicine."
Leonard,"Are you having trouble sleeping? ‚Cause, boy, I was up all night."
Raj,"Did you get a cold, too?"
Leonard,"No, but I was awake all night."
Howard,"If you want, I can give you some of my momês sleeping pills."
Raj,She wonêt notice theyêre missing?
Howard,She doesnêt know she takes them.
Leonard,"No, thatês okay. It was something else keeping me up last night. And again this morning. And, I didnêt mind. I was up last night. I was up this morning. I didnêt mind. Those are your clues."
Raj,"Ooh, ooh. Did the pigeon on your windowsill have more babies?"
Howard,Were you up making another stop-motion Lego movie?
Howard,"‚Cause let me tell you, itês not enough to make the Legos move, they also have to capture your heart."
Leonard,"Okay, Iêll give you one more clue. It involved another person."
Raj,Did you get a Japanese love pillow?
Howard,How is a Japanese love pillow another person?
Raj,It is if you love her and give her a name.
Sheldon,"Dr. Plimpton, Iêd like you to meet my colleagues, Dr. Rajesh Koothrappali"
Sheldon,And not-a-doctor Howard Wolowitz.
Raj,Iêm a big fan of your work.
Sheldon,"And of course, youêve already introduced yourself to Dr. Hofstadter."
Leonard,"Hey, you."
Leonard,"Boy, Iêm kind of tuckered out. How are you feeling, Elizabeth?"
Leonard,"Sure. Black, right?"
Leonard,Coming right up.
Howard,What do you mean what? Itês Halo night.
Raj,I canêt. Iêm too sick. Go away.
Howard,"Thatês why we moved Halo night here. Look, I brought my momês chicken soup."
Raj,Iêm not hungry.
Howard,Whoês that
Raj,I bought a parrot.
Howard,"Yeah, right. Dr. Plimpton?"
Howard,"Uh, yeah."
Howard,"Yeah, sure. In fact, Iêm a dungeon master."
Howard,Beg pardon?
Howard,What the frak?
Raj,"Go away. She wants New Delhi, not Kosher deli. Besides, you have a girlfriend."
Howard,We broke up weeks ago.
Raj,Why didnêt you say anything?
Howard,I was waiting for the right time. This is the right time.
Leonard,"Hey, whoês ready for Halo?"
Raj,"Oh, this is like a nightmare. Get lost!"
Howard,Heês right. The numbers are shaky enough as it is.
Leonard,I donêt understand.
Leonard,Elizabeth? Whatês going on?
Leonard,Is she suggesting what I think sheês suggesting?
Howard,Yep. Welcome to the Penthouse Forum.
Raj,"Okay, show of hands. Whoês up for this? "
Leonard,Weêll all be naked in front of each other.
Howard,Iêm out.
Raj,"Follow my lead. Almost. Weêre, weêre going to go out into the hallway and, uh, make a dramatic entrance."
Raj,"Run. Run, run, run. Donêt look back."
Leonard,I thought we had something special.
Raj,"So, you say you canêt pay your rent?"
Penny,"Oh, Leonard?"
Penny,I found these in the dryer. Iêm assuming they belong to Sheldon.
Leonard,"Thanks. Itês really hard to find these in his size. So, listen. Iêve been meaning to talk to you about the other morning."
Penny,You mean you and Dr. Slutbunny?
Leonard,"Yeah, I wanted to explain."
Penny,"Well, you donêt owe me an explanation."
Leonard,I donêt?
Penny,"No, you donêt."
Leonard,So youêre not judging me?
Penny,"Oh, Iêm judging you nine ways to Sunday, but you donêt owe me an explanation."
Leonard,"Nevertheless, Iêd like to get one on the record so you can understand why I did what I did."
Penny,Iêm listening.
Leonard,She let me.
Penny,"Okay, Babydoll Pink, letês see if you can cover up the fact that I got my dadês feet."
Leonard,"Itês just two degrees, Sheldon. I just want to turn up the thermostat two degrees!"
Sheldon,Let me point out that two degrees can be the difference between water and steam.
Leonard,"Yes, if we lived in a teakettle."
Sheldon,This is the temperature you agreed to in the roommate agreement.
Leonard,"Aw, screw the roommate agreement!"
Sheldon,"No, you donêt screw the roommate agreement. The roommate agreement screws you."
Leonard,"You know what, go to Hell and set their thermostat."
Sheldon,"I donêt have to go to Hell. At 73 degrees, Iêm there already!"
Penny,Who is it?
Penny,Hang on.
Leonard,Can I sleep on your couch tonight?
Penny,"Uh, well, you can try, but the people across the hall are being very noisy."
Leonard,"You heard that, huh?"
Penny,"Apparently, the one fella tried to adjust the thermostat, then the other fella went bat-crap crazy."
Leonard,"So you agree, heês nuts."
Penny,"Well, not as nuts as the guy who chooses to live with him."
Leonard,"Believe it or not, he was worse when I met him."
Penny,"Oh, I do not believe that."
Leonard,You are so naive. Just like I was seven years ago.  Iêd just started at the university.
Leonard,"Excuse me, Iêm looking for Sheldon Cooperês apartment."
Leonard,That should have been my first clue.
Penny,So Sheldonês last roommate tried to warn you off?
Leonard,"For all I knew, he was the crazy one. He had this really deranged look."
Penny,"Well, yeah, heêd been living with Sheldon."
Leonard,"Sure, it makes sense now. . Anyway, I went upstairs and knocked on the door."
Leonard,Dr. Cooper?
Leonard,"In retrospect, that was clue number two."
Leonard,Iêm Leonard Hofstadter. I called you about the apartment. You saidÑ
Sheldon,"I know what I said. I know what you said. I know what my mother said on March 5, 1992. What is the sixth noble gas?"
Sheldon,You said youêre a scientist. What is the sixth noble gas?
Leonard,"Uh, radon?"
Sheldon,Are you asking me or telling me?
Leonard,Telling you? Telling you.
Sheldon,"All right, next question. Kirk or Picard?"
Leonard,"Oh, uh, well, thatês tricky. Um, well, uh, Original Series over Next Generation, but Picard over Kirk."
Sheldon,Correct. Youêve passed the first barrier to roommate-hood. You may enter.
Leonard,"Oh, this is pretty nice. Uh, the bedrooms are back there?"
Sheldon,That depends.
Leonard,"I donêt understand, their, their existence is conditional?"
Sheldon,"No, but your ability to perceive their existence is conditional on you passing the second and third barriers."
Leonard,Thereês three?
Sheldon,Each more daunting than the last. Have a seat.
Sheldon,No! Thatês where I sit!
Leonard,Whatês the difference?
Sheldon,"This seat is ideally located both in relation to the heat source in the winter and a cross breeze in the summer. It also faces the television at a direct angle allowing me to immerse myself in entertainment or game play without being subjected to conversation. As a result, Iêve placed it in a state of eternal dibs."
Leonard,Can you do that?
Sheldon,"Cathedra mea, regulae meae. Thatês Latin for my chair, my rules. Now, you said on the phone that your area of study is physics."
Leonard,"Uh, yeah, experimental physics."
Leonard,What is that?
Sheldon,Doesnêt concern you. Youêll be going to the university every day?
Sheldon,And you have a vehicle?
Leonard,"A car, yeah."
Sheldon,And youêll be willing to drive me?
Leonard,"Well, canêt you drive?"
Sheldon,I can. I choose not to.
Leonard,"Okay, I suppose I could drive you. Well thatês a point in my favour, right?"
Sheldon,Why donêt you let me do this.
Leonard,"Come on, I just asked."
Sheldon,"Last question. In a post-apocalyptic world, which task would you assign the highest priority? Locating a sustainable food source, re-establishing a functioning government, procreating, or preserving the knowledge of mankind?"
Leonard,"Uh, Iêm gonna go with preserving the knowledge."
Sheldon,"Thatês correct. FYI, I would have accepted any answer other than procreating. Come, Iêll show you the rest of the apartment."
Leonard,"Oh, good. I passed the barriers."
Sheldon,The second barrier. Donêt get cocky. This is the bathroom. Are you fairly regular?
Leonard,"Uh, I guess."
Sheldon,This isnêt going to work if youêre guessing. When do you evacuate your bowels?
Leonard,When I have to.
Sheldon,"When you have to? Iêm sorry, I donêt rent to hippies."
Leonard,"I, Iêm sorry, uh, in the morning. Around eight."
Sheldon,I canêt give you eight. I can give you seven thirty.
Leonard,Fine. Iêll take it.
Sheldon,Third barrier passed. You have won the right to see your room. Huzzah!
Leonard,Is this it?
Sheldon,"No, this is my room. People donêt go in my room."
Leonard,So where do you sleep?
Sheldon,I donêt understand.
Leonard,"If people donêt go in there, and youêre people, andÑ You are people, arenêt you? Making a joke."
Sheldon,Do you do this often?
Leonard,On occasion.
Sheldon,Your room. You may want to repaint. 
Penny,"Okay, and after all that, you just moved in?"
Leonard,"No, I didnêt just move in. First we had to iron out a few details. "
Sheldon,Roommates agree that Friday nights shall be reserved for watching Joss Whedonês brilliant new series Firefly.
Leonard,Does that really need to be in the agreement?
Sheldon,"We might as well settle it now, itês going to be on for years. Initial here. All right, thatês television and movies. Section nine, miscellany. The apartmentês flag is a gold lion rampant on a field of azure."
Leonard,We have a flag?
Sheldon,"Never fly it upside down unless the apartmentês in distress. And next, if either of us ever invents time travel, we agree our first stop will be this meeting today in precisely five seconds."
Sheldon,Well thatês disappointing. 
Penny,Why on earth did you agree to all that?
Leonard,"It was the best apartment Iêd seen, the rent was very reasonable and after youêve passed the first three barriers you kind of want to take it all the way."
Penny,"Well, Iêm sorry, Leonard, itês very hard to feel sympathy for you."
Leonard,"Okay, how about this? Let me tell you about the first time I brought a girl over. "
Sheldon, Leonard?
Leonard,Shh. Just pretend weêre not here.
Sheldon, Leonard?Leonard?
Leonard,Iêm sure heêll go away.
Sheldon,Iêm just going to keep knocking till you answer.  Leonard?
Leonard,What do you want? I didnêt say come in!
Sheldon,"You asked what I wanted. I wanted to come in. Iêm here because you violated our roommate agreement. Specifically, section eight, visitors, subsection C, females, paragraph four, coitus. Roommates shall give each other 12 hours notice of impending coitus.î"
Leonard,I didnêt even know her 12 hours ago.
Leonard,"But, Joyce, come on."
Sheldon,12 hours? 
Penny,"Oh, my God."
Leonard,Do I get some sympathy now?
Penny,"A little bit. Okay. Let me get this straight. You move in with this guy, he makes you sign a ridiculous roommate agreement, then he walks into your bedroom while youêre doing this Joyce Kim, and you still stay?"
Leonard,"Actually, I couldnêt get too mad at him about Joyce Kim."
Penny,Why not?
Leonard,"Well, I was doing some government research at the time, you know, military, rocket fuel. Itês kind of secret."
Penny,What does that have to do with Joyce Kim?
Leonard,"As it turns out, she was a North Korean spy. Luckily, Sheldon drove her out before I revealed anything important. Which Iêm not saying I would have."
Penny,"So, what, thatês it? Youêve stayed with Sheldon all this time because he kept you from going to federal prison?"
Leonard,That was part of it. The other part is what happened with the elevator.
Penny,"Oh, yeah, Iêm wondering about that. You said it was working when you moved in."
Leonard,"It was, but one night, Sheldon came home from workÑ "
Sheldon,What is going on here?
Leonard,"Hey, Sheldon. This is Howard and Raj. They work at the university, too."
Sheldon,Iêll get to you later. What are you sitting on?
Howard,"I canêt speak for these guys, but Iêm sitting on my tushie. Itês a joke."
Leonard,"Yeah, not a good idea."
Raj,"Tushie is buttocks, right?"
Sheldon,Explain the couch.
Leonard,"Oh, well, there were some people on the first floor moving out, and they sold it to me for a hundred dollars. Howard and Raj helped me bring it up."
Sheldon,But whatês wrong with the furniture we have?
Leonard,Theyêre lawn chairs. And there was no place for company.
Sheldon,Did it occur to you that was by design?
Leonard,"According to the roommate agreement, Iêm entitled to allocate 50% of the cubic footage of the common areas."
Sheldon,"But you didnêt notify me by e-mail, so this is still a breach."
Leonard,I did notify you.
Sheldon,"Oh, you did, did you? Oh, drat! Hoisted by my own spam filter."
Leonard,What am I doing in your spam folder?
Sheldon,"I put you there after you forwarded me a picture of a cat playing the piano, entitled this is funny."
Raj,"Oh, yeah, I saw that. That was hilarious. "
Penny,"Okay, what does all this have to do with the elevator?"
Leonard,Iêm getting to it. 
Sheldon,"I assure you, youêll be sorry you wasted your money on an iPod when Microsoft comes out with theirs."
Raj,"Okay, do you have an opinion about everything?"
Howard,And you just assume youêre always right?
Sheldon,Itês not an assumption. Change seats with me.
Sheldon,I donêt like this spot. I have to keep turning my head.
Leonard,"Ooh, itês time for Babylon 5!"
Sheldon,We donêt watch Babylon 5 in this apartment.
Leonard,Why not?
Sheldon,Because no one likes Babylon 5.
Leonard,I like it.
Raj,"Me, too."
Howard,So do I.
Leonard,There you go_ three against one.
Sheldon,"They donêt get a vote. Itês one against one. And according to the roommate agreement, all ties will be settled by me."
Leonard,But I said no to that.
Sheldon,And I said yes. And I settle all ties. Change seats with me.
Sheldon,Thereês a draft on my neck over here.
Howard,"So, I get the draft?"
Sheldon,Youêre protected by your turtleneck.
Howard,Fine. And itês a dickey.
Sheldon,"Hmm, Iêm still not comfortable. Of course. Thereês too many people here."
Leonard,We can fix that. Letês leave.
Howard,"Yeah, we can go over to my place."
Sheldon,Wait. Let me get my jacket.
Howard,Youêre not going with us.
Sheldon,Why not?
Raj,Youêre the guy weêre trying to get away from.
Sheldon,"Oh. Well, in that case, I donêt need my jacket. And for the record, the correct syntax is Iêm the guy from whom youêre trying to get away. Oh, yes, this is definitely going to be my spot. "
Penny,"Okay, how do you know he said that? You left the room."
Leonard,"Hey, do you want me to finish working on your man feet or not?"
Penny,Fine. Go ahead. 
Howard,I donêt have playdates! I have colleagues!
Howard,"No, but if you keep screaming, maybe theyêll hear you!"
Leonard,That your dad?
Howard,"She grows any more hair on her face, yes."
Leonard,"Oh, man. Is that a two-stage rocket?"
Howard,Three. I designed the engine myself.
Raj,Cool. Can it break Mach 1?
Howard,"Oh, probably, if I could get my hands on that new fuel the governmentês been working on."
Leonard,"Oh, this just might be your lucky day."
Howard,I havenêt seen your Oreos! Just take your bath without them! 
Penny,"So, why was it his lucky day?"
Leonard,"Well, it turns out I had a little rocket fuel in the apartment."
Penny,What were you doing with rocket fuel in your apartment?
Leonard,"Mm, Joyce Kim was kind of curious about what I did for a living, and I was going to kind of show it to her. Itês not important. The point is, the guys and I went back to the apartment."
Penny,Are we ever going to get to the elevator?
Leonard,"Yeah, weêre really close. Uh, uh, weêre at the apartment. "
Leonard,"The trick is to mix it into Tovex in order to create a combustible gel that will generate over 8,000 kilonewtons of thrust."
Sheldon,Wonêt work.
Leonard,"Excuse me, but Iêve been working on this a long time. Trust me, itêll work."
Sheldon,"You donêt see your mistake, do you?"
Leonard,Thereês no mistake.
Sheldon,"This is for a full-scale rocket, not a model."
Leonard,"Well, Iêve adjusted the formula."
Sheldon,Not correctly.
Leonard,"Okay, Iêve had it with you. You might be an expert on theoretical physics and science-fiction programs and where to sit on a freaking couch, but this is applied physics. And when it comes to applied physicÑ uh-oh."
Howard,Whatês happening?
Leonard,A bad thing. A very bad thing. Get the door. Get the door! Get the door! Get the door! Get the door!
Howard,Youêre waiting for the elevator?
Leonard,Oh. Right.
Raj,Wait. Itês here.
Sheldon,Give me that. 
Leonard,Whatêd you do that for? I had plenty of time. 
Sheldon,Youêre welcome. 
Leonard,"Not only did Sheldon save my life, he didnêt rat me out to the landlord. Or the police. Or Homeland Security."
Penny,"Okay, so, basically, youêre the reason I have to walk up and down three flights of stairs every day?"
Leonard,So I did something stupid. Iêm sure you did stupid things when you were younger. What were you doing seven years ago?
Penny,"Excuse me, I was in high school. Studying, keeping my nose clean, doing volunteer work for the community. "
Penny,Not pregnant. Yes!
Sheldon,"Oh, Ubuntu, you are my favourite Linux-based operating system."
Sheldon,Hello. Why do I smell methacrylate?
Leonard,"Oh, uh, clear nail polish. I had a mani-pedi. Men can get those. Anyway, I may owe you an apology."
Sheldon,Thereês doubt?
Leonard,"I did agree to the thermostat setting, and I shouldnêt have tried to change it."
Sheldon,"Thatês not an apology, simply an acknowledgement that I was right."
Leonard,"Okay, Iêm sorry."
Sheldon,There you go.
Leonard,"So, weêre good?"
Sheldon,Good what?
Leonard,Never mind. Okay if I watch some TV?
Sheldon,Go ahead.
Leonard,Youêre not even watching!
Sheldon,I can hear it!
Leonard,"Oh, so the dialogue offends you?"
Sheldon,I would hardly call that dialogue!
Leonard,"Youêre insane, you know that?!"
Sheldon,"Donêt make me turn that flag upside down, êcause you know Iêll do it!"
Leonard,"Okay, weêve got power to the laser."
Sheldon,I shouldêve brought an umbrella.
Leonard,What for? Itês not going to rain.
Sheldon,"I know that, but with skin as fair as mine, moon burn is a real possibility."
Howard,"Thatês a bazinga, right?"
Sheldon,"One of my best, donêt you think?"
Leonard,"Howard, do you want to double-check the equatorial mount on the laser? We need it locked onto the Sea of Tranquility."
Howard,"You got it. Oh, Raj, no. Billions of dollars have gone into inventing the Internet and filling it with pictures of naked women, so we donêt have to peep through windows."
Raj,"Itês not like that, Iêm watching someoneês TV. The Good Wife is on. I tell you, this is my new Greyês Anatomy."
Sheldon,"Leonard, Leonard. What is that? What is that?"
Leonard,"Relax, itês just a dirty sock."
Sheldon,How on earth can you say dirty sock and relax in the same sentence?
Leonard,"Sheldon, the world is filled with dirty discarded socks."
Sheldon,Not my world.
Leonard,"Hey, you know whoêd really dig seeing this experiment? Penny."
Sheldon,"I wasnêt aware that lunar ranging was her thing. Although, I suppose the retro-reflector left on the moon by Neil Armstrong does qualify as a shiny object."
Raj,Why donêt you ask her to come up?
Leonard,"I donêt know, itês still a little weird since, you knowÑ"
Howard,She dumped you?
Leonard,She didnêt dump me. We were just in different places in the relationship.
Sheldon,I fail to see how a relationship can have the qualities of a geographic location.
Howard,"Oh, itês very simple. Leonard was living in a little town called please donêt leave me, while Penny had just moved to the island of bye-bye."
Leonard,Screw you guys. Iêm gonna go see if sheês home.
Howard,"If itês not too much trouble, Iêd like to point this at the moon now."
Raj,"Wait a second, the good wife is crying. Somethingês very wrong."
Penny,"Oh, hi. Whatês going on?"
Leonard,Weêre up on the roof bouncing laser beams off the moon.
Penny,"Iêm sorry, what?"
Leonard,Itês pretty cool. Weêve got a two-meter parabolic reflector and everything. I thought you might want to see it.
Penny,"Uh, Leonard, this is Zack. Zack, Leonard."
Leonard,"Oh, sorry, I didnêt know you were busy. Maybe another time."
Penny,"Yeah, maybe."
Penny,"Oh, but what about the party?"
Penny,"Oh, right."
Leonard,"Okay, well, yeah, come on up. So, howêd you two guys meet?"
Leonard,Your company?
Leonard,"So, menus."
Howard,Happy now? Iêm moving the dirty sock.
Sheldon,"Thank you. Raj, keep an eye out for the other one."
Penny,"Hey, guys, this is my friend Zack."
Sheldon,"Yes. In 1917, when Albert Einstein established the theoretic foundation for the laser in his paper Zur Quantentheorie der Strahlung, his fondest hope was that the resultant device be bitchinê."
Leonard,"Let me explain what weêre doing here. Um, in 1969, the astronauts on Apollo 11 positioned reflectors on the surface of the moon, and weêre going to shoot a laser off one of them and let the light bounce back into this photomultiplier."
Penny,Oh! Thatês very cool.
Leonard,The laser?
Sheldon,"See, now this is a man for Penny."
Leonard,"Uh, thatês a great question, Zack."
Sheldon,"No, itês not."
Penny,Sheldon! Play nice.
Sheldon,Well itês not a great question. How could somebody possibly think weêre going to blow up the moon? Thatês a great question.
Leonard,"Donêt worry about the moon. We, we set our laser to stun."
Leonard,"Now, weêll be able to see the beam when it leaves, but it wonêt be strong enough when it comes back to be seen by the naked eye."
Leonard,"Right. Uh yeah, funny. Uh, that device there will measure the photons that return and let us see it on this computer. Raj, get them some glasses."
Howard,Preparing to fire laser at the moon.
Sheldon,Make it so.
Howard,There it is. Thereês the spike!
Leonard,2.5 seconds for the light to return. Thatês the moon! We hit the moon!
Leonard,"Yeah, but, uh, think about what this represents. The fact that we can do this is the only way of definitively proving that there are man-made objects on the moon, put there by a member of a species that only 60 years before had just invented the airplane."
Sheldon,I was wrong. Penny can do better.
Penny,"Okay, guys, thank you, itês been fun."
Penny,"No, just keep walking."
Sheldon,He must be very skilled at coitus.
Raj,"Iêm telling you, dude, the only way to feel better about Penny going out with other guys is for you to get back on the whores."
Howard,"The phrase is get back on the horse, not whores."
Raj,"Thatês disgusting, dude."
Howard,"No, itês notÑ Never mind. He is right, though. If you want, I can turn you on to this great new dating site I found."
Leonard,"No, thanks."
Howard,You sure? They say they can find a match for anybody.
Leonard,Have they found a match for you?
Howard,"Tons. Iêve had, like, eight dates in the last month. And twelve if you count the ones who showed up and left."
Sheldon,I canêt bring the nitrogen tank down.
Leonard,Why not?
Sheldon,"All right, let me restate that. Itês very heavy, and I donêt want to."
Leonard,Iêll help you.
Sheldon,"Thank you. Lift with your knees, not your back. Good night."
Raj,You know what would be fun? Signing Sheldon up for online dating.
Howard,"Yeah, right."
Raj,"No, think about it. We make it an experiment. Like when Frankensteinês monster was lonely and he found a wife."
Howard,He didnêt find a wife. They built him a wife out of dead body parts.
Raj,"Okay, weêll call that plan B."
Penny,"Damn you, you rat bastard."
Leonard,Are you drunk?
Penny,"Zack was a perfectly nice guy, and then you ruined him!"
Leonard,How did I ruin him?
Penny,"‚Cause in the olden days, I never wouldêve known he was so stupid."
Leonard,"Come on, he wasnêt that stupid."
Penny,"Yes, he was! He thought you were gonna blow up the moon!"
Leonard,"Okay, yeah, heês stupid."
Penny,He spent the entire night bragging about how he invented the word appe-teasers.
Leonard,How is that my fault?
Penny,"You have destroyed my ability to tolerate idiots. Now, come with me."
Leonard,Where are we going?
Penny,Weêre gonna have sex.
Leonard,"Why? I mean, okay."
Sheldon,Whatês going on?
Penny,"Put on your noise-cancelling headphones, êcause itês gonna get loud."
Sheldon,Oh! Not this again.
Sheldon,"In what universe is this low-pulp? Good morning, Penny."
Penny,do you have eyes in the back of your head?
Sheldon,"When one gets beaten up every other day in school, one of necessity develops a keen sense of hearing. Incidentally, one can get beaten up in school simply by referring to oneself as one. Iêm making English muffins. Would you like an English muffin?"
Penny,"Oh, thanks, Iêm not hungry."
Sheldon,"FYI, my noise-cancelling headphones proved ineffective last night."
Penny,"Yeah, sorry about that."
Sheldon,"As a native Texan, I must say Iêve never heard the phrase yee-haw used in quite that context."
Penny,"Oh, God."
Sheldon,"Oh, God. That Iêve heard on multiple occasions. In what universe is that lightly toasted? This has to be the worst day of my life. Good morning, Leonard."
Leonard,How many times have I asked you not to do that?
Sheldon,Counting this instance? 317.
Leonard,Whereês Penny?
Sheldon,She returned to her apartment. I presume to shower and vomit. Not necessarily in that order.
Leonard,I wonder why she didnêt say good-bye.
Sheldon,Are you expecting me to offer an explanation of human behaviour?
Leonard,"I know. I just thought as an outsider, you might be able to provide a fresh perspective."
Sheldon,I have no difficulty believing youêre not butter.
Leonard,"Oh, hey."
Penny,"Oh, hi. Um, I gotta run. Early shift."
Leonard,"Okay, Iêll walk down with you. So, last night was fun, huh?"
Penny,"Yeah, it must have been. I just threw up in my closet."
Leonard,"Bummer. Anyway, I was thinking tonight maybe we could catch a movie."
Penny,"Oh, yeah, tonightês not great for me."
Leonard,Doesnêt have to be tonight. Iêm free pretty much always.
Penny,"Leonard, last night was a mistake."
Leonard,"When you say mistake, do you mean a fortunate mistake, like the discovery of penicillin?"
Penny,"Look, Iêm sorry. I was drunk, I was lonely, I hated Zack. Can we just forget it ever happened?"
Leonard,"No, itês pretty well imprinted on my brain. Especially the whole rodeo thing."
Penny,"Oh, God!"
Leonard,"So, thatês it? Wham, bam, thank you, Leonard?"
Penny,"Look, I said Iêm sorry. Canêt u please let it go?"
Leonard,"How am I supposed to let it go? You used me for sex! Morning, Mrs. Gunderson."
Raj,Holy crap.
Raj,We finally have proof that aliens walk among us.
Howard,Excuse me?
Raj,The dating site matched a woman with Sheldon.
Howard,Youêre kidding. An actual woman?
Raj,"Yeah, look. Breasts and everything."
