Speaker,Line
Gabrielle,"Ooh,I'll have a drink.Anything with an umbrella."
Gabrielle,"You know,it's been challenging,but I-I soldier on. So what about you?You look so rested."
Gabrielle,Good for you.I love that spa.
Gabrielle,"Oh,no,you must be mistaken. I just left her.She's at home working."
Gabrielle,What?
Gabrielle,"Lily?Lily,mommy's coming!"
Gabrielle,"Oh,thank god!Oh,honey,I'm so sorry.I'm never gonna leave you again. Oh!Yes. Yes."
Gabrielle,"Oh,that's my little girl.Your chakra lining up nice for mommy?That's my girl."
Gabrielle,"No! No,no,no.We're doing just fine.Aren't we,Lily?"
Gabrielle,Mm-hmm.
Gabrielle,"Exactly! Like,""He wouldn't have been with me if he was gettin' it at home."""
Gabrielle,"Look, I think we all know that Karl is a dog.Mm.I mean, but let's face it--if these tramps weren't laying out the buffet,he wouldn't be chowing down."
Gabrielle,"Yes, she needs the bonnet.It completes the outfit."
Gabrielle,"She's never too young to start accessorizing.Besides, all the neighbors are out today,and I want them to see how happy we are and wish they were us."
Gabrielle,Huh?
Gabrielle,"Uh, well, hi, Dale.Nice to meet you.A lot of people have been looking for you."
Gabrielle,"Well, it's a good thing he's here.We can take him to the lawyer's office,and you can sign over full custody to us. Okay."
Gabrielle,You're trying to take our baby!How is it not gonna be ugly?
Gabrielle,"No, you listen!We were granted custody.If you want her,you talk to the judge."
Gabrielle,"What the hell are you doing here, Frank?"
Gabrielle,Like hell!
Gabrielle,Let's talk turkey.What is it gonna take for you to give up the baby?
Gabrielle,"Okay, no, no!Wait, what about a car?Or college?Tuition's a killer these days.I could help you out."
Gabrielle,So why do you want to be a dad?These are your glory days.A baby would ruin your life.
Gabrielle,But it's not even his.
Gabrielle,"No, no, no.I am not letting that idiot use my baby as a bargaining chip."
Gabrielle,"No, it doesn't have to be, okay?Just do the right thing and sign the release form."
Gabrielle,"So my point is,do the right thing,and no one gets hurt."
Gabrielle,"Signed, sealed, delivered.Lily's ours."
Gabrielle,"Who's the pretty girl?Oh, looks like it's daddy's turn."
Gabrielle,"Oh, yes."
Gabrielle,Yes?
Gabrielle,What?
Gabrielle,"No, no,no, no, no, no!"
Gabrielle,You?You don't even wanna be a mother!
Gabrielle,So?!
Gabrielle,I don't want my money back.I want my baby!
Gabrielle,"Carlos!No!Carlos, what's happening?"
Gabrielle,"No, no, no, ma'am,you don't understand.You don't understand,This is our baby!"
Gabrielle,"No, we've been--we've been feeding her, and we--we've been bathing her,and we wake up in the middle of the night and we rock her--"
Gabrielle,"--which is crazy,'cause if you knew me,I don't do that.I don't do that.And--and my husband--my husband, he sings to her. He sings,so you can't take her away.It's too late. We've already fallen in love with her!"
Gabrielle,"Carlos, do something!"
Gabrielle,"No,you can't go!You can't--you can't take her!You can't take her! No!She's our baby!She's our--no!Please!"
Gabrielle,"Oh,no,thanks,Xiao-mei.The poor thing.She was so attached to Lily."
Gabrielle,The people from Carlos' church.
Gabrielle,"I don't think I could go through that pain again.I did freeze some of my eggs,so we might do the surrogacy thing,but I don't know."
Gabrielle,"I don't have an appetite.In fact,this is all gonna go to waste.You guys should take something."
Gabrielle,"Xiao-meI,I appreciate your grief,but,really,you're bringing everybody down.Will you pull it together?"
Gabrielle,I don't understand.It's from the government.
Gabrielle,"Oh,my--this can't be happening."
Gabrielle,"Oh,no,no,Xiao-mei,you're not going anywhere.Hey,you're much too important to Carlos and me."
Gabrielle,"Bree,you heard what she said.I can't let this poor kid go back to China and become someone's slave."
Gabrielle,"All right.Look,my friends wanna take some of this to go,so pack it up,and we're a little low on coffee."
Gabrielle,"Uh,Xiao-mei?We spoke to homeland security,and we have good news!"
Gabrielle,Mmm hmm.
Gabrielle,Oh! Okay.
Gabrielle,"Uh-- well,there's just one little thing--the immigration laws have gotten really tough in this country,so we're a little behind the eight ball going in.But we pled your case,and we fought tooth and nail,and the law says you can stay--but only if you have our baby."
Gabrielle,"So we thought,you need a baby in your belly,we need a surrogate--win-win-win."
Gabrielle,"Oh,well,it would be our baby.It would just be growing inside of you."
Gabrielle,"Okay,uh-- well--Okay,it's like this--the three of us are making your famous Szechuan dumplings,and I'm the dough,and Carlos is the pork,and you're the oven."
Gabrielle,"Well,uh,maybe just a little light dusting.Nothing major."
Gabrielle,"No,Xiao-mei,you don't have a choice.It's either this or go back to China."
Gabrielle,"Xiao-mei?I made you some hot cocoa.I guess the baby thing didn't really appeal to you,huh?I know it's a lot to ask,it's just,Carlos and I think of you as family.Don't you think of us as family?"
Gabrielle,"Mm hmm.Well,if we are so friggin' close,what's the big deal?It's nine months out of your life."
Gabrielle,"""Ruined""?"
Gabrielle,Wait.Are you a virgin?
Gabrielle,"Are you kidding?No one cares about virginity in this country.It went out of style in the '50s,and trust me,honey,it ain't making a comeback.Seriously,no one cares."
Gabrielle,"Well,what kind of husband do you want?Do you want a rich husband?Well,then,rich men don't marry virgins for the same reasons they don't hire chauffeurs who can't drive--they value experience."
Gabrielle,Would I lie to family?
Gabrielle,"Honey,why aren't you dressed yet?We have to be at the fertility clinic in 40 minutes!"
Gabrielle,"And,uh,give Xiao-mei a kick in the pants.I haven't seen her all morning."
Gabrielle,"Honey,come on.We're gonna be late."
Gabrielle,Oh. And were you planning on setting her straight?
Gabrielle,"Well,honey,she's a virgin.Who knows why virgins do anything?"
Gabrielle,Yeah. I wouldn't just slam her for no reason.
Gabrielle,"Oh! Okay,honey,only good swimmers now."
Gabrielle,Susan?We've all been talking.We've decided you and Julie should stay with Bree.
Gabrielle,"No, no, Xiao-mei,I've told you a million times.No red meat for Mr. Solis."
Gabrielle,"Sweetie,I need some more cream."
Gabrielle,Excuse me. What?
Gabrielle,"Honey, it's 100 bucks an ounce.That tends to make everyone a little nauseous."
Gabrielle,Carlos! Her boobs are none of your business.
Gabrielle,Oh!
Gabrielle,Oh.
Gabrielle,Absolutely. You have nothing to worry about here.
Gabrielle,Oh!
Gabrielle,"Oh, yeah. Okay. Sorry."
Gabrielle,Carlos--What's going on?
Gabrielle,"Oh, well,I'm sorry to hear that.So, uh, did you move my beauty products?They're not in the bathroom."
Gabrielle,Why in the hell?
Gabrielle,All of it?Even my hair pomade?
Gabrielle,"Yeah, well,it gives me volume,so I guess we're both gonna have a problem."
Gabrielle,"You're not a model, Carlos. Maintenance is my only skill."
Gabrielle,"Fine. I'll learn to live without product.But when my hair starts smelling like hair,I don't wanna hear a word."
Gabrielle,"Xiao-mei, what are you doing in our bed?"
Gabrielle,"Well, what's wrong with the guest bathroom?"
Gabrielle,It's right down the hall.
Gabrielle,"Yeah, I know.That's why I had the movers put it in here, where we sleep."
Gabrielle,"Yes, Xiao-mei,that would be good."
Gabrielle,Fine.You can use our toilet.
Gabrielle,Ow! Stop kicking me.
Gabrielle,"Yeah, in a twin?Good luck.God, I want my bed back."
Gabrielle,"That is not the point. We are a week into this pregnancy,and you're already putting Xiao-mei's needs before mine."
Gabrielle,Like hell she is.That is my egg.
Gabrielle,"Oven, Carlos. The oven.A well-cared-for,well-paid oven."
Gabrielle,"Yeah, sure,knock yourself out."
Gabrielle,"Carlos, stop with the dance.It's already in the wallpaper."
Gabrielle,"Oh, it's perfume,not toxic gas."
Gabrielle,"Because I see the writing on the wall,and it scares the hell out of me."
Gabrielle,"From the second Xiao-mei got pregnant,you have found a million and one ways to tell me that that baby is more important to you than me."
Gabrielle,"No! Men can't help it.When they become fathers,they become lousy husbands,and some wives don't mind,but you didn't marry one of those women."
Gabrielle,"Honey, look. I bought us matching golf outfits for our lessons tomorrow."
Gabrielle,I'm sorry?
Gabrielle,"Oh, okay, well, I'll just call the country club and cancel our lessons."
Gabrielle,I don't wanna go alone.It was your idea in the first place.
Gabrielle,"Fine, if you feel that way about it. Hey, I'm sorry. I'm just a little on edge today."
Gabrielle,"You pay six bucks an hour. it's all about the perks, honey."
Gabrielle,That is so true.
Gabrielle,Okay.
Gabrielle,Make me something strong.I have nine more holes with that guy.
Gabrielle,"Carlos is dead, Xiao-mei."
Gabrielle,"No, you don't understand.He's already dead.There was an accident.He's all over the highway."
Gabrielle,"Oh, honey!Oh, you're not dead!"
Gabrielle,"Honey, they didn't know all the details, but a witness said that they saw you run into the carpool lane to pick up a lawn chair that had fallen off some truck, and then a bus hit you right in front of the road crew.Why aren't you at the road crew?"
Gabrielle,"Well, Carlos, they had your name."
Gabrielle,Oh!Why is your back all sweaty?
Gabrielle,Barefoot?
Gabrielle,Hi there.
Gabrielle,"Well, I am Gabrielle Solis."
Gabrielle,"Oh! No, no. I was-- just changing out of my sweaty clothes.I didn't realize moving was such great cardio"
Gabrielle,"Honey, uh, I think it's time to unpack the pants."
Gabrielle,"Four months, and I've dressed like this for two of 'em. He's insatiable."
Gabrielle,Trying to have sex with you.
Gabrielle,You don't wanna have sex with me?You always wanna have sex with me.You wanted to have sex with me an hour after your hernia operation.
Gabrielle,"Xiao-mei said the strangest thing to me when I told her you were dead.She said, ��_��_��_please don't kill him.'"
Gabrielle,"Xiao-mei, do you have a second?This is probably silly, but it's been bothering me.When you said,""please don't kill him,"" did you mean Carlos?"
Gabrielle,"I know.It's just you said, ""kill,"" not ""dead."" and I'd have to do be pretty angry to kill someone, so I guess my question is, do I have a reason to be angry at Mr. Solis?"
Gabrielle,Xiao-mei--how did you rip your panties?
Gabrielle,"Yeah, I know.It's just, she's been having pain-- down there.So if you could take a peek, it'd make me feel so much better."
Gabrielle,"Um, and, doctor, uh, while you're down there, could you check if she's still a virgin?"
Gabrielle,"You don't even have to say it out loud.If you see hymen, just give me a thumbs up."
Gabrielle,"Carlos, you promised you'd come home today.Well, I don't care what Tanaka wants!Rattling around this stupid house all by myself is not what I signed up for!No, no, no, don't hang up on me.I'm not done yelling at you!"
Gabrielle,The best you've ever had.
Gabrielle,What's so funny?
Gabrielle,You were a virgin?
Gabrielle,"Oh, no.No, I mean, I guess it was, well, weird when you started naming the American presidents in order."
Gabrielle,"No, no, you were good.Just, if it comes up in school, Paul Revere was never president."
Gabrielle,"Well, good. I'm glad, because this can never happen again."
Gabrielle,"The only reason I did this was because I was angry at Carlos.Now, thanks to you, I'm not angry anymore."
Gabrielle,Oh. I seriously doubt that.
Gabrielle,"Because Carlos doesn't have an adulterous bone in his body.What we just did he could never do.For him, sex isn't just sex. it's a sign of intimacy.It's the way he shows love.You know, instead of talking and listening and spending time with me. What was that for?"
Gabrielle,"Well, since this is our last time, I guess we can make the most of it."
Gabrielle,Completely.
Gabrielle,"So I'm gonna go shopping and then I'm gonna see my trainer, and I'll definitely be gone for, like, three hours.Okay. Well, I gotta go.Have fun."
Gabrielle,But who has the ring?
Gabrielle,"So, wait, you're gonna get down on one knee, pop the question, and while you're down there, dig in his pocket?"
Gabrielle,"No, no, no!Don't turn it off."
Gabrielle,Are you done with my husband?
Gabrielle,Good.I have a little project for you.
Gabrielle,"To have meaningless sex, Carlos. Not to sleep with the woman who's carrying our child!"
Gabrielle,"I had a reason to. You were never here! I've been here, Carlos.I have tried so hard to not be selfish and to put your needs above mine.I mean, for god sakes, look at me!I have agreed to be a mother for you!"
Gabrielle,"Forget the hotel, Carlos.Get a lease."
Gabrielle,"No, you can start dinner."
Gabrielle,"You're not going anywhere, not as long as you have my baby in your belly."
Gabrielle,"I don't know what that meant, but I didn't like the tone.So just remember, am the boss of you, or else I'm gonna make this the worst nine months of your life."
Gabrielle,Not to sleep with a woman carrying on a child.
Gabrielle,"We're out, but I got you a pickle."
Gabrielle,"You know, that's all I got."
Gabrielle,You did not just to that!
Gabrielle,Pick it up!
Gabrielle,"Oh, cut it out, Xiao mei.The Doctor didn't say anything about me rubbing your chubby stumps.Rub'em yourself."
Gabrielle,"Would you rather go live with Mr. Solis in a dingy one bedroom apartment with no air conditioning and no cable?Huh?No, I didn't think so."
Gabrielle,"I am the meanest person.You've been in the country a year.Modify your nouns, damn it."
Gabrielle,"I can't wait for you to pop out that baby because when you do I am putting you on the first plane back to Shanghai, and you're going to be on all fours in a rice patty before the epidural wears off!"
Gabrielle,"Tell it to my Chinese friend, Sue Me!!"
Gabrielle,"What's the occasion?Bree: Oh, um, no occasion.Just a little get together."
Gabrielle,"If you don't tell us, we're not coming."
Gabrielle,Oh my gosh!
Gabrielle,"Oh, generous.That means he's good in the sack."
Gabrielle,"Oh my god, you're serious?No sex at all? No even-- um--"
Gabrielle,But you're gonna get married.You wouldn't buy a car without at least taking it for a little test drive.It's not like you've never slept with a guy you weren't married to.
Gabrielle,"Oh, don't worry, I'm just going to replay the look I had when I found out you hadn't banged him yet."
Gabrielle,"Come on out, I have your lunch.Xiao mei! Xiao mei!"
Gabrielle,Hey!Quick question.Have you by any chance seen Xiao mei?
Gabrielle,I did not lose our baby.Stop saying that!I know exactly where it is!Inside some crazy Chinese woman!Who also stole half a chicken from my fridge!
Gabrielle,"Hi, hi, Lee Wang, right.Remember me.Xiao mei lives with me.You came over, we had lunch."
Gabrielle,"Whoa, whoa, whoa, whoa, whoa!Hey, what happened to that famous Chinese hospitality?"
Gabrielle,I may have mentioned deportation but I didn't think she'd take it personally.
Gabrielle,"It was banter!I mean, has this country come to the point where you can't joke with the help?"
Gabrielle,"Oh, don't give me that ��_��_��_we are the world' crap!That woman's uterus is harboring a stolen baby!So if you know where she is you'd better start taking, or else I'm going to get the Health Department down her and get a closer look at what you're serving as Moo Sho Pork!"
Gabrielle,"Boy, those people just don't have a sense of humor, do they?"
Gabrielle,"I'm just dropping off Carlos now and I'll be by to pick her up.Okay, thanks Edie. Xiao mei's fine.Crisis averted, no harm, no foul."
Gabrielle,Don't you dare give me that attitude.You have no idea what I've been going through this past six months.
Gabrielle,I have had to wait hand and foot on your mistress.I mean imagine if the day after you found out about John Rowland you had to make his lunch and rub his feet!
Gabrielle,Xiao mei is going to be fine!Once that baby comes her slate is going to be wiped clean.She's going to walk away and live her American dream!Me?I'm going to be stuck!A single mother raising a child alone.Haggling with lawyers over who gets the kid at Christmas.My American dream is officially dead.
Gabrielle,Thank you.
Gabrielle,Here you go.
Gabrielle,"Once that baby comes,I'm gonna be stuck raising a child alone."
Gabrielle,"Uh, sure, who doesn't love a string quartet. But if you got a band, maybe people could dance as opposed to sway."
Gabrielle,"Yes, it would look perfect."
Gabrielle,"Yeah, Bree, I always thought of you as a person who wants time to plan."
Gabrielle,Susan! We don't know that! All we have is some crazy woman's accusation.
Gabrielle,"You heard me. And I want the bedroom stereo,want the marble console and that painting of Saint Augustine."
Gabrielle,I know he matches the drapes!
Gabrielle,And I want my pearl necklace back. Don't think I didn't notice that you swiped it.
Gabrielle,There was a time you thought I belonged in your family. And you got over that!
Gabrielle,Stop eating my fries!
Gabrielle,You know what the doctor said. You should see his cholesterol. This man bleeds bacon grease.
Gabrielle,"Well, in that case, have some more fries."
Gabrielle,Hey. You are supposed to be on bed rest!
Gabrielle,"Well, why don't you try putting on a pair of pants? That should kill a couple of hours."
Gabrielle,Or the stairs. What do you want?
Gabrielle,Your mama's pearls? Carlos! Thank you.
Gabrielle,And what?
Gabrielle,"Fine. You can come to Bree's wedding reception, as my guest."
Gabrielle,Here.
Gabrielle,Yeah. That's our wedding present to Bree.
Gabrielle,"Well, what kind of gesture did you have in mind?"
Gabrielle,Things I'll do for jewelry.
Gabrielle,"Oh my god, what are we going to do?"
Gabrielle,I said it was a theory.
Gabrielle,"Hey, look at you."
Gabrielle,"She's got glaucoma. To her, you're nothing but a Hispanic blur. Let me fix your tie."
Gabrielle,Yeah.
Gabrielle,Perfect.
Gabrielle,What would make you think I would have even consider taking you back?
Gabrielle,"Guest, Carlos. I said guest."
Gabrielle,You want a clear signal? How's this?
Gabrielle,"Hi there. I just wanted to say you're doing a great job, Tad. That's such a masculine name."
Gabrielle,"Okay, here's the drill. My ex is here and I want to piss him off so just act like you're all hot for me and there's a hundred buck tip in it for you."
Gabrielle,"No, I'll drive."
Gabrielle,Carlos!
Gabrielle,"Yes, I've been watching you make your new friend and it's disgusting!"
Gabrielle,Who the hell are you anyway? And why the hell are you at this wedding?
Gabrielle,"Lynette Scavo, I want to talk to you!"
Gabrielle,What were you thinking? I didn't invite you here to embarrass me in front of my friends.
Gabrielle,That's it! I take my invitation back! You are no longer welcome in my house!
Gabrielle,No!
Gabrielle,Carlos! No!
Gabrielle,No!
Gabrielle,Now look what you've done!
Gabrielle,"No, Carlos!"
Gabrielle,"Give me those! Get away, those are mine."
Gabrielle,"Not now, Xiao-Mei!"
Gabrielle,"Oh for God's sake, what?"
Gabrielle,What were you thinking setting Carlos up with that skank?!
Gabrielle,Lynette! Carlos will never be fair game! You know the rules!
Gabrielle,What?
Gabrielle,"Lynette, listen to me. You and Tom will survive this."
Gabrielle,You and Tom will survive this.
Gabrielle,"Because some marriages were built to last. And some aren't. Trust me, I know the difference."
Gabrielle,It's time! I can't believe this is happening!
Gabrielle,"Carlos, I am so sorry about the--"
Gabrielle,I forgive you. It's worth it when you experience a moment as beautiful as this.
Gabrielle,How could this have happened? What kind of half-ass fertility clinic are you running?
Gabrielle,"Excuse me, you screw up our lives and the best you can do is, 'that's the way the cookie crumbles?' And who is this guy? Why is he writing down everything I say?"
Gabrielle,You know what else would have been wise? Sticking the right baby in the right belly!
Gabrielle,Well.
Gabrielle,I feel so--
Gabrielle,What's that?
Gabrielle,"Yeah, that's something."
Gabrielle,See you then.
Gabrielle,"You can call it blackmail, Carlos, but the court calls it ""Spousal Support"".So unless I get a check by Monday, your shower buddies from jail will be throwing you a Welcome Back party."
Gabrielle,"Don't you love this?Oh, God bless Tom for taking the kids camping."
Gabrielle,This is exactly what we needed.Especially after everything I've been through lately.I am all about relaxing and rejuvenating--
Gabrielle,Yeah?
Gabrielle,"Oh, I'm sorry."
Gabrielle,"I'm sorry.It's just that I'm waiting for Carlos' lawyer to call.Spousal support has gotten ugly. Hello.Oh hi, Tom!"
Gabrielle,Yeah!
Gabrielle,She's right here. Did you say something?
Gabrielle,I know.I wouldn't trade with you for anything.
Gabrielle,Thank you.
Gabrielle,"What is this, freakin' Noah's ark?!"
Gabrielle,Who's there? I can't see you.
Gabrielle,"Your company? You have a company now?Oh, my Gosh, when I met you, all you had was a bike."
Gabrielle,Nothing. I just-- I can't get over how mature and confident you are. You've really changed.
Gabrielle,"So I guess, uh, there's no chance of getting you over to the house to pick the dead leaves off my Ficus."
Gabrielle,"Actually, we're getting a divorce."
Gabrielle,Really? Then why are you smiling?
Gabrielle,Gabrielle. I think that's the first time you've ever called me that.
Gabrielle,I intend to.
Gabrielle,"Except now when we're done, I don't have to proofread your essay on ��_��_��_Ethan Frome'."
Gabrielle,"Ooh, I like rich John!"
Gabrielle,What?
Gabrielle,Oh! Your fianc��_��_e?
Gabrielle,"Uh, you--You're engaged? To who?!"
Gabrielle,How could you do this to me?I would never have let you seduce me if I knew you were getting married.
Gabrielle,You knew about Carlos! My cheating was upfront and honest.
Gabrielle,"No, I'm not going anywhere. In fact, I wanna meet the blushing bride."
Gabrielle,Don't laugh.I saved a bundle on airfare.
Gabrielle,Don't you mean her daddy will buy her a new one and just launder the money through you?
Gabrielle,"Me, too.Do you wanna sit down? You know, you're pretty hard to stay mad at."
Gabrielle,Who says it has to end?
Gabrielle,"Well, I'm single now, and I thought we could maybe--"
Gabrielle,"Sure, and I was married when we got together."
Gabrielle,"Well, that's what I thought, but trust me, marriage is hard."
Gabrielle,"Yeah, that can happen."
Gabrielle,"We got ties here, people! Designer ties, two for a dollar! Ooh, do you like those barbells? Make me an offer. I'm feeling generous. Here's the customer I've been waiting for."
Gabrielle,"Carlos, I see you got my flier."
Gabrielle,"I need cash, and you don't expect me to sell MY stuff, do you?"
Gabrielle,"And it pains me to sell it. It's just that my lawyer told me What you're offering for spousal support, And I can't get by on that."
Gabrielle,"So I should be punished? Attention, shoppers, for the next minutes, free golf club with every purchase!"
Gabrielle,"Oh, honey, the gloves aren't just off-- They're 70 % off! Get your cashmere gloves!"
Gabrielle,"Carlos, what are you doing here? I mean, besides lowering my property value."
Gabrielle,Oh?
Gabrielle,"Really? Wow. Well, thank you. Okay, you've seen my face. Now you can beat it."
Gabrielle,Wait! You can't stay here!
Gabrielle,Who is it? It is Sharla Banning?
Gabrielle,"I mean, that's how Bunny Connors got Chlamydia."
Gabrielle,"No, that's how she got crabs. Poor Bunny. It's always something. If it's not the clap, it's a botched face-lift."
Gabrielle,"I wouldn't. Women always say they wanna know if their husband's cheating, and they always resent the person who tells them."
Gabrielle,No! But I would hire someone to beat the crap out of him.
Gabrielle,Why?
Gabrielle,"Uh, would you excuse me?"
Gabrielle,What are you doing? I told you I was having friends over!
Gabrielle,"Oh, for God sakes, put some pants on!"
Gabrielle,Don't act like you didn't deserve that.
Gabrielle,You peed in my shampoo. Admit it!
Gabrielle,"Yeah, the cap was loose, and I know how your sick mind works."
Gabrielle,"To answer your question, no, we are not getting back together."
Gabrielle,"Hey, Carlos. What's up?"
Gabrielle,That's probably because I had the locks changed.
Gabrielle,Can't be too safe. You never know when someone might move in on you when you're not looking.
Gabrielle,Hello? There's an intruder breaking into my home. Can you tell them to come armed? I think he's Mexican.
Gabrielle,"All right, but we're going through a very messy divorce, And he moved back in on me. And everyone knows the wife keeps the house, And the husband gets the crappy apartment. It's the American way."
Gabrielle,"Whoa! Whoa, whoa, whoa, you can't take sides! Police officers aren't allowed to take sides.I pay your salary."
Gabrielle,"Oh. It was a swat. Ted, does this hurt?"
Gabrielle,Get your hands off me! Police brutality!
Gabrielle,Don't talk to me.
Gabrielle,"Wow, you are crazy."
Gabrielle,"That's too bad, because I don't love you."
Gabrielle,I don't. And I haven't for a very long time.
Gabrielle,"No, if I wanted to hurt you, I would tell you about last weekend when I slept with John Rowland."
Gabrielle,"Carlos, what are you doing? Carlos! What are you doing?! Carlos! You can't leave me out here in the middle of nowhere! Ah! Carlos!"
Gabrielle,"Carlos, what are you doing in my room?"
Gabrielle,"God, Carlos! Strawberries and champagne? Did you really think you're gonna seduce me?"
Gabrielle,"Oh, right, right. You know, I may be living with you until the divorce is final, but it doesn't mean I have to put up with your cheesy come-ons."
Gabrielle,"What, you've been doing some thinking, and you realize that I'm your soul mate, and there's a vacancy in your heart only I can fill?"
Gabrielle,It's over between us. Just move on already. Forget me.
Gabrielle,"Lynette, you're not serious."
Gabrielle,"She promised to stand by him, and once you make that commitment you have to see it through."
Gabrielle,I'm done talking.
Gabrielle,He despised you for saying no?
Gabrielle,Carlos. No Trishelle tonight?
Gabrielle,"Does her pimp want the rest of the money? You know, there is some cash in my purse."
Gabrielle,"Well, I think it's more than that. I think you really hate me."
Gabrielle,"Oh, I think it is. You know, introducing your spouse to someone you're about to have sex with? There's only one reason to do that--pure hatred."
Gabrielle,"Oh, I think I do. Phil, come meet my basically ex-husband--"
Gabrielle,"Thank you. Carlos. Carlos, this is my new friend Phil Lopez."
Gabrielle,"Really? Well, that's weird. When?"
Gabrielle,"Oh, my God! That's right! That's right! You were up for the Latino businessman of the year award that Phil won."
Gabrielle,"No! Ooh, I remember. Carlos was so annoyed. What did you say, hon? ""He may have that trophy, but I've got you."" Ain't life funny?"
Gabrielle,"Mnh-mnh, not right now. Phil and I are getting in the hot tub. Ooh, Phil, did you bring your suit?"
Gabrielle,Not in front of Arlos-cay! Go upstairs. I'll meet you there.
Gabrielle,"Well, now you know."
Gabrielle,"Yoo-hoo! Carlos! I'm making a snack for Phil.Do you want something to eat? Some sour grapes, perhaps? Maybe a little crow? Okay, we need to move this over there."
Gabrielle,"Uh, Feng Shui."
Gabrielle,Yes! Yes!
Gabrielle,"Oh, no, no, let's get something straight. You and I are not gonna have sex tonight."
Gabrielle,"I'm sorry.No offense,you're a nice guy.I'm just not into you that way.Oh,God,Phil! Yes,yes,give it to me!"
Gabrielle,"No, no, I'm not talking to you. Back off!"
Gabrielle,"Yes, you saw my boobs, and you're gonna have that mental snapshot to use as you wish for the rest of your life, but that is all you're getting!"
Gabrielle,I'm what?!
Gabrielle,"Really? Oh, so are you, big boy! Yes!"
Gabrielle,Always happy to help a brother out. Hold on.
Gabrielle,"Oh,God,yes!Oh,ride 'em,cowboy!Oh,yes,God!Take me home,Philly!You should wear a saddle!Yes! Yes!"
Gabrielle,"Stop it, Phil. I told you to beat it. No means no!"
Gabrielle,I never said that.
Gabrielle,Shut up.
Gabrielle,"Well, then enlighten me. How can I hit you so hard that you will never recover?"
Gabrielle,"Oh,I have to,Carlos.I need you to give up on us.We're not good for each other,and I can't keep doing this."
Gabrielle,You know what? I'm tired. Can we talk about this in the morning?
Gabrielle,But you're bringing me breakfast in bed or no deal.
Gabrielle,"I got a second wind last night, so I went to a bar. That's where I met Jason. We spent the whole night how did you put it? Pulling the trigger. So did I hurt you, or should I keep trying?"
Gabrielle,"So did I hurt you, or should I keep trying?"
Gabrielle,You're giving me everything I want? Just like that?
Gabrielle,That's the thing.Carlos doesn't fold. That son of a bitch is up to something.
Gabrielle,Okay.
Gabrielle,"Uh, hold it. You're a sweaty mess."
Gabrielle,So you're not laying on anything in this house until you take a shower.
Gabrielle,"Uh, why did you put those shorts back on?"
Gabrielle,"Uh, it's just that they're filthy, and I was gonna wash 'em for you."
Gabrielle,"I don't want to, but if you wear them one more time, they're gonna ask me themselves."
Gabrielle,Got it.
Gabrielle,So it's a job contract?
Gabrielle,"Well, that's fantastic! I get half, right?"
Gabrielle,"That conniving, underhanded snake! Thank god I broke into his desk."
Gabrielle,"All right, well, let's just say something happened to postpone the divorce.I would still get my share of that two million, right?"
Gabrielle,"I know how Carlos thinks. More importantly, what he thinks with."
Gabrielle,Hey! Cocktails? Nobody called me?
Gabrielle,"Oh. Well, I was trying to do that with exercise,but why risk a heart attack? Make mine a double!"
Gabrielle,I'm just gonna say it. Tequila makes me happy.
Gabrielle,"Yeah, we're drinking on the porch. You got a problem with that?"
Gabrielle,Show-offs.
Gabrielle,What do you think their secret is?
Gabrielle,Can I tell you guys something? Something I can only tell you guys?
Gabrielle,Not what I was gonna say.What I was gonna say is with all his conniving and trickery I still love Carlos.
Gabrielle,"Anyway, what if I never find that passion with anybody else?"
Gabrielle,"Nah, I already paid a lawyer. I'm taking him down."
Gabrielle,"No! No, you're not! You're a great wife and a great mother. Although-- Don't you have children?"
Gabrielle,"Oh! Oh, sweetie!"
Gabrielle,"So go to Ian! Tell him you made the wrong choice, and he's the one you wanna be with. What have you got to lose?"
Gabrielle,See you later!
Gabrielle,"Go, Ida!"
Gabrielle,"Carlos, could you come help me?"
Gabrielle,It'll just take a second. Please?
Gabrielle,"Oh,thanks.I'm gonna go meet some new friends for dinner.But my zipper's stuck.Can you help me?"
Gabrielle,"Huh. Weird. Well, you know what? I don't wanna be late, so I should, um, probably change."
Gabrielle,"Oh, Carlos, this old thing? You've seen it all before. I'm just gonna wear the little blue number. Will you hand me those stockings? Oh, I've got a raggedy nail. You're gonna have to help me put those on."
Gabrielle,"Well, I'd do it myself, but I don't wanna get a snag."
Gabrielle,Really? It seems like yesterday to me.
Gabrielle,Sure. Why not? For old time's sake.
Gabrielle,I've decided I'd rather catch up with an old one.
Gabrielle,"Carlos, do you think we're making a mistake?"
Gabrielle,The whole divorce thing. Maybe we shouldn't go through with it. It's not like we're gonna find this kind of passion with anyone else.
Gabrielle,"Yeah.Yeah,I guess I am.Why don't we just put all of this behind us and stay together?What do you say?"
Gabrielle,"Well, what? What's so funny?"
Gabrielle,"You got a new job? Honey, that's wonderful!"
Gabrielle,What?! Why would you do that?
Gabrielle,You did this just to get me in bed?
Gabrielle,Your terms?
Gabrielle,You are a bastard!
Gabrielle,"Oh, god!"
Gabrielle,"Oh! Hello? Uh, there's been an accident. My husband--he--"
Gabrielle,I'm gonna have to call you back.
Gabrielle,Carlos? Honey? Carlos?
Gabrielle,"Oh, hon, again?"
Gabrielle,There was nothing you could do.
Gabrielle,"Oh, he's cute!"
Gabrielle,Keep talking.
Gabrielle,You can stop now.
